"","L1EGH020933","L1EGH020934","L1EGH020935","L1EGH020936","L1EGH020937","L1EGH020938","L1EGH020939","L1EGH020941","L1HGH010557","L1HGH010558","L1HGH010559","L1HGH010560","L1HGH010561","L1HGH010562","L1HGH010563","L1HGH010564","L1HGH010565","L1HGH010566","L1EGH020932","L1EHE1100144","L1EHE1100145","L1EHE1100146","L1EHE1100147","L1EHE1100148","L1EHE1100149","L1EHE1100150","L1EHE1100151","L1EHE1100152","L1EHE1100153"
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Sasquatchvirus.s__Erwinia_virus_Y3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Schizotequatrovirus.s__Vibrio_virus_nt1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102956317105457,0,0.00667556742323097,0.0278481012658228,0.00116959064327485,0.000802246289610911,0,0,0.00279916025192442,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Schmittlotzvirus.s__Agrobacterium_virus_7.7.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133511348464619,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Seoulvirus.s__Salmonella_virus_SPN3US",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288184438040346
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Shandongvirus.s__Pseudoalteromonas_virus_H101",0,0,0,0,0,0,0,0,0.00328652524648939,0,0,0,0,0,0,0,0,0,0,0,0,0.00126582278481013,0,0,0,0,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Shirahamavirus.s__Tenacibaculum_virus_PTm1",0,0,3.27150959136508e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.041501976284585,0.00207576543850545,0.00598802395209581,0.000294160906015591,0.000895255147717099,0.0333778371161549,0,0.00087719298245614,0.00842358604091456,0,7.49232037161909e-05,0.0104968509447166,0.00182315405651778,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Tamkungvirus.s__Synechococcus_virus_ST4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223813786929275,0.00133511348464619,0,0,0.00120336943441637,0,0,0,0,0.00576368876080692
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Taranisvirus.s__Faecalibacterium_virus_Taranis",0,0,0,0,0,0.000582818510315888,0,0,0,0,0.00055874840357599,0,0.0147710487444609,0,0,0.0375494071146245,0.00194603009859886,0.00427715996578272,0,0.00223813786929275,0.0186915887850467,0.00506329113924051,0.00467836257309942,0.00200561572402728,1.49053510210165e-05,0.000149846407432382,0.00209937018894332,0.0309936189608022,0.0360230547550432
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Tequatrovirus.s__Escherichia_virus_KIT03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49053510210165e-05,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Thetisvirus.s__Synechococcus_virus_SSM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223813786929275,0,0.00253164556962025,0,0,0,0,0.000699790062981106,0.00182315405651778,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Toutatisvirus.s__Faecalibacterium_virus_Toutatis",0,0,0,0,0,0,0,0,0,0,0.00042571306939123,0,0.0280649926144756,0,0,0,0,0.0134017678927859,0.000147080453007795,0.00044762757385855,0.00400534045393859,0,0,0.00120336943441637,0,0,0.000699790062981106,0.00273473108477666,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.g__Vellamovirus.s__Synechococcus_virus_SRIM44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Achromobacter_phage_Mano",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Aeromonas_phage_PX29",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294160906015591,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Aeromonas_virus_Aeh1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0.000292397660818713,0.000401123144805455,0,0,0,0.00182315405651778,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Aurantimonas_phage_AmM.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000802246289610911,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Caulobacter_phage_Cr30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000584795321637427,0,0,0,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Clostridium_phage_phiCT453B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Cronobacter_phage_S13",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00581915846016115,0.00534045393858478,0.0265822784810127,0.000292397660818713,0.000802246289610911,0,0.000899078444594291,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Cyanophage_S.RIM32",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133511348464619,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Deep.sea_thermophilic_phage_D6E",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0.00120336943441637,0,0.000149846407432382,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Gordonia_phage_Skog",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000584795321637427,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Gordonia_phage_Stormageddon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000401123144805455,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Lactobacillus_phage_phiAQ113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294160906015591,0.000671441360787825,0,0,0.00087719298245614,0,2.98107020420331e-05,0.000149846407432382,0.00559832050384884,0,0.00288184438040346
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Morganella_phage_vB_MmoM_MP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223813786929275,0,0,0.00292397660818713,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Mycobacterium_phage_Phrappuccino",0,0,0,0,0.000169513073695809,0,0,0,0,0,0,0.00081996205665777,0,0.00382209867963864,0,0,0.00674623767514271,0,0.000294160906015591,0,0,0,0.00350877192982456,0.00160449257922182,0,0.000449539222297145,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Prochlorococcus_phage_P.TIM68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000599385629729527,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Proteus_phage_phiP4.3",0,0,0,0,0,0,0,0,0,0,0,0,0.0280649926144756,0,0,0,0,0,0.00102956317105457,0.00044762757385855,0,0,0,0.0128359406337746,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Pseudomonas_phage_Lu11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Rhodococcus_phage_Finch",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133511348464619,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Shewanella_sp._phage_1.4",0,0,5.84198141315194e-05,0,0,0,0,8.16811060710843e-05,0,0,0,0,0,0,0,0,0,0,0.00102956317105457,0,0,0,0.000292397660818713,0,0.000149053510210165,0.000374616018580955,0.00139958012596221,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Synechococcus_phage_ACG.2014d",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000401123144805455,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Synechococcus_phage_S.H35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000584795321637427,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Synechococcus_phage_S.SSM5",0,0,0,0,0,0,0.000315711930403059,0.000163362212142169,0,0,0,0,0,0,0,0,0,0,0.00808942491542874,0,0,0,0.00292397660818713,0.000401123144805455,0.000193769563273215,7.49232037161909e-05,0.00559832050384884,0.000911577028258888,0.0129682997118156
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Synechococcus_phage_syn9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000699790062981106,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Thermus_phage_phiYS40",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126582278481013,0.000292397660818713,0.000401123144805455,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Vibrio_phage_qdvp001",0,0,0,0,0,0,0,7.07902919282731e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0120160213618158,0,0.000584795321637427,0.00521460088247092,2.98107020420331e-05,7.49232037161909e-05,0.00139958012596221,0,0.00288184438040346
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Vibrio_phage_ValB1MD.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170894526034713,0,0.0128654970760234,0,0,0.00179815688918858,0.0419874037788663,0.121239744758432,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Vibrio_phage_VBM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Xanthomonas_phage_FoX5",0.000438869180411806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164556962025316,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Myoviridae.s__Yersinia_phage_phiR1.37",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044762757385855,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.g__Chopinvirus.s__Lactococcus_virus_KSY1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0.000671441360787825,0,0,0.000292397660818713,0.000401123144805455,2.98107020420331e-05,0.000449539222297145,0.00489853044086774,0.000911577028258888,0.00864553314121038
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.g__Firingavirus.s__Ralstonia_virus_RSK1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49232037161909e-05,0.00139958012596221,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.g__Lessievirus.s__Burkholderia_virus_Bcep22",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224769611148573,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.g__Lessievirus.s__Burkholderia_virus_Bcepil02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000584795321637427,0,0,0,0.00209937018894332,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.g__Parlovirus.s__Serratia_virus_Parlo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,0,0,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.g__Privateervirus.s__Cronobacter_virus_009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.g__Privateervirus.s__Proteus_virus_Privateer",0.00197491131185313,0,0,0,0,0,0,0,0.0119510008963251,0,0,0,0.0310192023633678,0,0,0,0,0,0,0.00111906893464637,0,0.0177215189873418,0,0,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.g__Ryyoungvirus.s__Burkholderia_virus_BcepC6B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017905102954342,0.00267022696929239,0.00506329113924051,0.0239766081871345,0.00160449257922182,0.000402444477567447,0.00719262755675433,0.141357592722183,0.056517775752051,0.0576368876080692
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.g__Skarprettervirus.s__Escherichia_virus_Skarpretter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000401123144805455,0,0,0,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__Bacteroides_phage_crAss001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98107020420331e-05,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__Bacteroides_phage_crAss002",0,0,6.77669843925625e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49053510210165e-05,0,0,0,0.00288184438040346
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__Bacteroides_phage_DAC15",0,0,0,0,0,0,0,0,0,0,0,0.000225087623396251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__Cellulophaga_phage_phi13.2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072202166064982,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__Cellulophaga_phage_phi14.2",0,0.000485284462333362,0,0,0,0,0.000350791033781177,0,0.00507917538093815,0.00479198431714224,0,0.00310299366539117,0,0.0302293259207783,0,0,0,0,0.000588321812031181,0,0.00801068090787717,0.00379746835443038,0.00204678362573099,0.00160449257922182,0,0.0016483104817562,0.000699790062981106,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr1_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94321061260993e-05,0.000299692814864764,0.00489853044086774,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr10_1",0,0,0,0,0.000688646861889223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000147080453007795,0,0,0,0.000292397660818713,0,1.49053510210165e-05,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr106_1",0,0,0,0,0,0,0,0,0,0,0,0.00054664137110518,0,0.00694927032661571,0,0,0,0,0,0,0,0.00253164556962025,0.000292397660818713,0.000401123144805455,0,0.000149846407432382,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr109_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45267551050827e-05,0,0.00139958012596221,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr110_1",0.000438869180411806,0.00114184579372556,0.000207974538308209,0,0.000307242446073653,0,0.00102606377380994,0.000234152504070442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000163958861231182,0.000299692814864764,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr111_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00379746835443038,0,0.000802246289610911,0,0,0,0,0.00144092219020173
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr113_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.45267551050827e-05,0,0.00209937018894332,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr115_1",0,0,0,0,0.00134551002246048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000584795321637427,0,0.000149053510210165,0.000749232037161909,0.0181945416375087,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr116_1",0,0.00268333761525506,0,0,0.000169513073695809,0,0.00413933419861788,0,0.122198984164924,0.0690481376606404,0.00170285227756492,0.0358050098073893,0.0768094534711965,0.391938846421126,0.00321174581325992,0.0869565217391304,0.0162169174883238,0,0.00661862038535079,0.00850492390331244,0.0640854472630174,0.110126582278481,0.00760233918128655,0.0156438026474128,0,0.0182812617067506,0.00629811056682995,0.00455788514129444,0.00720461095100865
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr118_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126582278481013,0,0,0,0,0,0.000911577028258888,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr124_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000671441360787825,0,0,0.00116959064327485,0,0,0.000374616018580955,0,0.00273473108477666,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr125_1",0,0,0,0,0.000529728355299402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000699790062981106,0,0.00576368876080692
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr126_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr130_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000294160906015591,0,0,0,0,0.00120336943441637,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr271_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49053510210165e-05,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr3_1",0.000585158907215741,0,0,0,0,0.000699382212379065,0,0,0.00507917538093815,0,0.000292677735206471,0,0.0192023633677991,0,0,0,0,0,0.000147080453007795,0.00044762757385855,0.00133511348464619,0.0113924050632911,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr4_1",0,0,0,0,0.000672755011230241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00044762757385855,0,0,0.00175438596491228,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr52_1",0,0,0,0,0.000524431071746408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151898734177215,0,0,2.98107020420331e-05,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr53_1",0,0,0,0,0.00101178115862186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0.00200561572402728,4.47160530630496e-05,7.49232037161909e-05,0.00559832050384884,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr55_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0036101083032491,7.45267551050827e-05,0.0123623286131715,0,0.0072926162260711,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr56_1",0,0,0,0,0.00048735008687545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.94321061260993e-05,0,0.00139958012596221,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr6_1",0.0107888673517902,0,0,0,0.123437301351867,0.0101410420794964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152046783625731,0,0.000253390967357281,0.000149846407432382,0.00139958012596221,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr60_1",0,0,0,0,0.000270161461202695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr7_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00087719298245614,0,0,0.000149846407432382,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr8_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__crAssphage_cr85_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49053510210165e-05,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__CrAssphage_sp.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000292397660818713,0,2.98107020420331e-05,7.49232037161909e-05,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__Cronobacter_phage_vB_CsaP_GAP52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000223813786929275,0,0,0,0,0,0,0,0,0
"k__Viruses.k__Heunggongvirae.p__Uroviricota.c__Caudoviricetes.o__Caudovirales.f__Podoviridae.s__Enterococcus_phage_EF62phi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00126582278481013,0,0,0,0,0,0,0
