"","L1EGH020933","L1EGH020934","L1EGH020935","L1EGH020936","L1EGH020937","L1EGH020938","L1EGH020939","L1EGH020941","L1HGH010557","L1HGH010558","L1HGH010559","L1HGH010560","L1HGH010561","L1HGH010562","L1HGH010563","L1HGH010564","L1HGH010565","L1HGH010566","L1EGH020932","L1EHE1100144","L1EHE1100145","L1EHE1100146","L1EHE1100147","L1EHE1100148","L1EHE1100149","L1EHE1100150","L1EHE1100151","L1EHE1100152","L1EHE1100153"
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Xanthobacteraceae.g__Labrys",1.509436e-05,4.054131e-05,6.483289e-05,1.117043e-05,1.852966e-05,1.81883e-05,2.682582e-05,8.989623e-05,1.437519e-05,1.262992e-05,2.315348e-05,3.485046e-06,1.963082e-05,3.136694e-06,1.226711e-06,2.117433e-05,1.060019e-05,1.367589e-05,6.596171e-05,2.060563e-05,3.529685e-05,2.093417e-05,5.170894e-05,1.794357e-05,8.6763e-06,3.362336e-05,7.656301e-06,2.141173e-05,1.669917e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Xanthobacteraceae.g__Pseudolabrys",1.9377892e-05,3.190136e-05,5.178476e-05,2.9521846e-05,3.412293e-05,1.9464667e-05,3.124598e-05,9.593814e-05,1.2937667e-05,4.0228633e-05,1.8478256e-05,9.849043e-06,3.135071e-05,1.4193539e-05,4.6731832e-06,3.78909e-05,1.6612234e-05,1.7405685e-05,6.675643e-05,2.545401e-05,5.233671e-05,2.6709111e-05,4.582129e-05,2.8433657e-05,8.947435e-06,3.153639e-05,1.746594e-05,2.3615882e-05,2.3796316e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Xanthobacteraceae.g__Starkeya",3.080065e-05,4.785204e-05,6.360962e-05,3.4309174e-05,7.796633e-05,3.270702e-05,9.663391e-05,9.264255e-05,3.047539e-05,0.00026686551,3.0055e-05,8.197434e-05,5.215351e-05,1.858491e-05,9.580025e-06,5.683635e-05,2.7687058e-05,2.1881426e-05,8.48363e-05,2.787821e-05,8.398217e-05,2.887471e-05,6.374023e-05,7.619115e-05,2.7655703e-05,0.00011292811,4.569855e-05,4.691688e-05,7.180642e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Hyphomicrobiales.f__Xanthobacteraceae.g__Xanthobacter",4.059159e-05,0.00010633787,7.013369e-05,4.388383e-05,7.543496e-05,4.483255e-05,7.880083e-05,0.00014518882,2.6162836e-05,6.852901e-05,7.101885e-05,9.667214e-05,7.149134e-05,4.163961e-05,1.5830403e-05,0.00010141389,0.00010078089,3.854115e-05,0.00015159273,4.848383e-05,0.00010832483,7.507426e-05,0.00013029629,6.404474e-05,7.591763e-05,7.489893e-05,4.210966e-05,6.203105e-05,9.393282e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Hyphomicrobiales.g__Candidatus_Hodgkinia",0,6.646117e-06,2.364973e-05,0,0,2.71229e-06,3.353227e-06,4.760289e-06,0,0,0,0,0,1.333095e-06,0,0,0,3.729789e-06,4.172277e-06,2.02016e-06,6.085664e-06,0,2.815833e-06,1.932384e-06,4.067016e-06,1.855082e-06,1.914075e-06,3.148784e-07,8.349584e-07
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Hyphomicrobiales.g__Nordella",8.56707e-06,1.72799e-05,2.242647e-05,1.117043e-05,2.693382e-05,2.058149e-05,2.66734e-05,4.339187e-05,1.207516e-05,5.37941e-06,7.792037e-06,1.106123e-05,1.963082e-05,6.743892e-06,6.484041e-06,1.337326e-05,2.752884e-05,8.702841e-06,2.086138e-05,8.48467e-06,1.703986e-05,1.082802e-05,3.123015e-05,2.180834e-05,2.657117e-05,4.915967e-05,1.866223e-05,1.133562e-05,1.461177e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Hyphomicrobiales.g__Pseudorhodoplanes",7.343203e-06,1.528607e-05,2.324198e-05,1.595776e-05,1.164432e-05,6.381858e-06,1.158388e-05,4.192716e-05,1.006263e-05,3.508311e-06,8.459926e-06,2.727427e-06,1.582185e-05,1.333095e-06,7.593922e-07,1.894545e-05,8.227011e-06,7.210926e-06,2.86099e-05,7.676606e-06,2.190839e-05,7.940547e-06,8.703485e-06,6.901372e-06,3.253613e-06,8.579754e-06,5.981485e-06,1.039099e-05,2.087396e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Hyphomicrobiales.g__Terrihabitans",3.263646e-06,2.060296e-05,1.264037e-05,1.436198e-05,1.265687e-05,4.307754e-06,1.005968e-05,1.666101e-05,2.875037e-06,3.040536e-06,6.678889e-06,2.818342e-05,1.08409e-05,3.84245e-06,1.986103e-06,1.671657e-05,2.183322e-05,6.216315e-06,2.76165e-05,6.060479e-06,1.825699e-05,1.443736e-06,4.889311e-05,2.070412e-05,5.151553e-06,9.507295e-06,1.435556e-06,5.038055e-06,8.767063e-06
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Hyphomonadales.f__Hyphomonadaceae.g__Candidatus_Viadribacter",2.651712e-06,7.310729e-06,1.590241e-05,0,8.404163e-06,2.552743e-06,8.383068e-06,2.380145e-06,0,4.677748e-06,3.784704e-06,0,0,0,0,0,0,5.221705e-06,9.933993e-06,1.616128e-06,7.302797e-06,1.443736e-06,1.638303e-05,4.692933e-06,1.084538e-06,4.40582e-06,4.545929e-06,2.519027e-06,4.174792e-06
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Hyphomonadales.f__Hyphomonadaceae.g__Hirschia",6.119336e-06,0,0,0,0,1.595465e-06,2.286291e-06,0,8.912615e-06,4.209973e-06,7.792037e-06,1.969809e-06,1.05479e-05,1.882016e-06,9.930514e-07,0,3.797082e-06,1.168667e-05,1.192079e-06,2.222176e-05,2.799406e-05,2.454351e-05,1.075136e-05,9.109811e-06,2.982478e-06,6.724672e-06,7.177782e-07,9.131474e-06,5.00975e-06
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Hyphomonadales.f__Hyphomonadaceae.g__Hyphomonas",3.7531927e-05,6.845501e-05,5.5046796e-05,1.196832e-05,0.00016656439,8.2006885e-05,4.801212e-05,0.00012797855,5.980077e-05,0.0018247894,9.862493e-05,0.00046866295,9.581011e-05,1.5056128e-05,7.0681886e-06,6.12941e-05,2.8794539e-05,3.3816756e-05,8.622706e-05,4.8483826e-05,9.006783e-05,5.1974489e-05,0.00019480448,0.00038205998,0.000143972356,0.00060545237,0.000242609066,0.00015366067,0.00020164243
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Kordiimonadales.f__Kordiimonadaceae.g__Kordiimonas",2.651712e-06,0,0,0,0,0,3.962905e-06,0,3.737548e-06,0,4.007333e-06,0,3.22297e-06,0,0,0,0,0,1.589439e-06,1.050483e-05,3.651399e-06,2.887472e-06,5.631667e-06,1.380274e-06,1.084538e-06,6.956557e-07,1.914075e-06,4.093419e-06,4.174792e-07
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Magnetococcales.f__Magnetococcaceae.g__Magnetococcus",1.121878e-05,2.392602e-05,5.912433e-05,1.675564e-05,6.176553e-06,3.988661e-06,1.600404e-05,2.197057e-05,1.437519e-05,1.216214e-05,3.762441e-05,2.272856e-06,3.691766e-05,3.371946e-06,1.635614e-06,1.894545e-05,1.392263e-05,1.118937e-05,5.086204e-05,1.939353e-05,2.799406e-05,1.082802e-05,5.426879e-05,2.594916e-05,7.320628e-06,2.411607e-05,6.699263e-06,1.448441e-05,1.461177e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Maricaulales.f__Maricaulaceae.g__Glycocaulis",4.079557e-06,6.646117e-06,2.242647e-05,0,1.427695e-05,4.148208e-06,9.907262e-06,2.819556e-05,5.175067e-06,0,9.573074e-06,5.303331e-06,1.670084e-05,7.841735e-07,8.762218e-07,1.114438e-05,1.265694e-05,6.216315e-06,1.291419e-05,1.252499e-05,6.085664e-06,5.774943e-06,1.203129e-05,1.187036e-05,1.626806e-06,6.029016e-06,2.631853e-06,1.291001e-05,1.461177e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Maricaulales.f__Maricaulaceae.g__Hyphobacterium",1.815403e-05,2.392602e-05,1.100936e-05,1.117043e-05,4.860239e-06,4.467301e-06,1.173629e-05,3.551908e-05,1.638771e-05,5.847185e-06,2.894185e-05,4.697236e-06,2.256079e-05,6.743892e-06,1.051466e-06,1.783101e-05,5.537411e-06,1.740568e-05,1.529835e-05,3.7979e-05,3.407972e-05,3.176219e-05,3.404599e-05,2.153228e-05,2.033508e-05,2.04059e-05,5.981485e-06,1.416953e-05,2.045648e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Maricaulales.f__Maricaulaceae.g__Maricaulis",7.139225e-06,1.329223e-05,8.562834e-06,0,8.302908e-06,8.934601e-06,8.840326e-06,1.37316e-05,8.337608e-06,0,2.270822e-05,1.363714e-05,1.259888e-05,4.312954e-06,9.930514e-07,1.337326e-05,1.3448e-05,1.541646e-05,1.311287e-05,1.575724e-05,1.09542e-05,5.053075e-06,1.894288e-05,9.385866e-06,2.982478e-06,6.956557e-06,1.028815e-05,5.038055e-06,9.602021e-06
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Maricaulales.f__Maricaulaceae.g__Marinicauda",1.121878e-05,1.661529e-05,2.283422e-05,1.196832e-05,1.356817e-05,9.732334e-06,1.615646e-05,2.032277e-05,2.156278e-05,4.911635e-06,1.090885e-05,3.63657e-06,2.636975e-05,3.215111e-06,8.17807e-07,2.563208e-05,8.068799e-06,5.967663e-06,1.609307e-05,1.454515e-05,3.651399e-05,1.80467e-05,1.331121e-05,1.049009e-05,2.711344e-06,1.136238e-05,4.785188e-06,9.131474e-06,1.127194e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Parvularculales.f__Parvularculaceae.g__Parvularcula",7.139225e-06,1.993835e-05,7.747326e-06,0,4.860239e-06,5.903219e-06,9.450004e-06,1.354852e-05,8.625111e-06,5.37941e-06,1.157674e-05,0,1.435687e-05,3.215111e-06,0,0,7.277741e-06,1.591377e-05,1.311287e-05,6.868543e-06,1.09542e-05,4.331207e-06,1.638303e-05,1.40788e-05,4.33815e-06,1.066672e-05,3.349632e-06,1.070587e-05,1.043698e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Pelagibacterales.f__Pelagibacteraceae.g__Candidatus_Pelagibacter",1.4278449e-05,2.4590634e-05,5.2192506e-05,1.037254e-05,0,0,2.072904e-05,2.6181592e-05,7.475096e-06,6.548847e-06,1.0686223e-05,3.181998e-06,2.4904769e-05,2.509355e-06,1.051466e-06,3.454759e-05,0,1.2432631e-05,2.16561026e-05,3.7170935e-05,5.4770978e-05,6.28025089e-05,2.53424967e-05,6.54250077e-05,1.40989892e-05,1.1130492e-05,0.000108145228,3.55812594e-05,3.38158112e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Pelagibacterales.g__Candidatus_Fonsibacter",6.323313e-06,2.193219e-05,3.058155e-05,1.276621e-05,3.543924e-06,0,3.353227e-06,8.971314e-06,0,2.292096e-05,0,2.727427e-06,4.394959e-06,8.547491e-06,9.346366e-07,0,2.214965e-06,4.475747e-06,6.556435e-06,6.060479e-06,1.703986e-05,1.588109e-05,8.95947e-06,3.726741e-05,6.77836e-06,1.692762e-05,7.177782e-06,4.408298e-06,1.00195e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Aestuarium",0,2.060296e-05,1.182487e-05,1.595776e-05,0,0,1.249839e-05,4.375804e-05,5.46257e-06,8.186058e-06,7.124148e-06,0,7.031935e-06,0,0,0,4.429929e-06,2.41193e-05,2.483498e-05,1.252499e-05,1.217133e-06,1.443736e-06,3.404599e-05,2.318861e-05,1.897941e-06,1.089861e-05,6.938523e-06,5.038055e-06,1.127194e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Boseongicola",2.447734e-06,2.193219e-05,7.339572e-06,9.574654e-06,0,2.71229e-06,1.082178e-05,2.59985e-05,4.025052e-06,2.572761e-06,6.901519e-06,0,8.203924e-06,1.725182e-06,0,2.451764e-05,3.955294e-06,5.71901e-06,1.410627e-05,8.080638e-06,1.825699e-05,7.218679e-07,8.95947e-06,7.177427e-06,1.084538e-06,5.333361e-06,3.82815e-06,8.186839e-06,7.514625e-06
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Brevirhabdus",1.713414e-05,3.522442e-05,2.609626e-05,1.356409e-05,4.080575e-05,2.153877e-05,2.560646e-05,5.236318e-05,1.753773e-05,0.0003744537,2.426663e-05,8.864139e-05,3.135071e-05,6.587057e-06,1.694029e-06,0,7.752376e-06,1.864895e-05,3.675577e-05,1.535321e-05,1.947413e-05,2.382164e-05,4.40294e-05,6.128419e-05,1.301445e-05,0.0001024933,3.564965e-05,5.195494e-05,5.134994e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Cereibacter",4.365126e-05,8.706413e-05,8.929813e-05,6.462891e-05,4.931117e-05,3.637659e-05,7.819116e-05,0.0002023123,3.507545e-05,0.0001665278,6.567574e-05,8.121672e-05,0.000103135,2.156477e-05,8.995877e-06,6.798074e-05,5.758908e-05,6.067124e-05,0.0001559637,6.383704e-05,0.000119279,5.919317e-05,0.0001213368,8.778545e-05,5.341347e-05,0.000105044,4.569855e-05,6.864349e-05,8.808811e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Cognatishimia",8.975026e-06,8.639952e-06,0,0,5.164004e-06,6.860498e-06,1.981452e-06,2.728012e-05,7.187593e-06,5.870573e-05,9.573074e-06,1.500085e-05,6.738937e-06,0,0,1.114438e-05,1.898541e-06,0,1.827855e-05,4.040319e-06,7.302797e-06,1.010615e-05,4.351743e-06,1.352669e-05,4.067016e-06,2.99132e-05,1.292001e-05,5.038055e-06,1.669917e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Falsirhodobacter",6.119336e-06,0,0,7.978878e-06,2.5415e-05,1.563555e-05,1.417501e-05,2.068895e-05,3.450045e-06,0.0002191525,1.024096e-05,7.197378e-05,1.582185e-05,4.626624e-06,3.271228e-06,1.671657e-05,1.249873e-05,9.946105e-06,1.450363e-05,8.080638e-06,1.338846e-05,6.496811e-06,3.762977e-05,4.168429e-05,1.65392e-05,9.368164e-05,3.253928e-05,1.983734e-05,3.339833e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Frigidibacter",1.162674e-05,8.041801e-05,2.976604e-05,2.234086e-05,1.832715e-05,1.068961e-05,2.911211e-05,8.019256e-05,0,4.794691e-05,9.350445e-06,1.484933e-05,1.787283e-05,5.881301e-06,1.226711e-06,2.117433e-05,2.02511e-05,1.317859e-05,5.284884e-05,1.575724e-05,4.503392e-05,3.248406e-05,8.217114e-05,4.002796e-05,0.0003180406,1.715951e-05,1.794446e-05,2.204149e-05,4.300036e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Fuscovulum",1.876596e-05,1.595068e-05,1.427139e-05,0,2.45037e-05,2.137922e-05,2.865485e-05,6.42639e-05,2.530033e-05,1.84771e-05,1.959141e-05,1.909199e-05,2.724875e-05,8.155404e-06,7.360263e-06,3.454759e-05,2.515567e-05,8.951494e-06,3.735181e-05,1.131289e-05,3.286259e-05,2.598724e-05,2.099076e-05,2.650127e-05,2.196189e-05,4.86959e-05,1.53126e-05,1.88927e-05,2.421379e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Gemmobacter",8.56707e-06,7.97534e-06,2.120321e-05,0,1.41757e-05,5.265033e-06,9.907262e-06,3.094188e-05,4.600059e-06,5.145522e-06,7.569408e-06,4.394188e-06,1.552886e-05,3.293529e-06,2.511836e-06,0,6.644894e-06,4.475747e-06,1.390759e-05,6.060479e-06,8.51993e-06,5.774943e-06,1.484712e-05,9.937976e-06,4.067016e-06,1.113049e-05,3.110372e-06,6.927325e-06,7.514625e-06
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Haematobacter",1.427845e-05,2.193219e-05,6.524064e-06,1.595776e-05,6.480318e-06,5.265033e-06,1.478468e-05,6.316538e-05,2.156278e-05,2.081598e-05,5.165008e-05,1.166733e-05,3.955463e-05,1.246836e-05,7.243434e-06,4.346309e-05,1.091661e-05,2.063817e-05,4.529901e-05,2.100966e-05,5.233671e-05,1.371549e-05,1.919886e-05,1.187036e-05,3.795881e-06,1.947836e-05,1.722668e-05,2.487539e-05,2.463127e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Marivivens",3.263646e-06,1.395685e-05,1.50869e-05,0,1.923845e-06,0,2.438711e-06,0,0,0,0,0,0,0,0,8.246844e-05,5.062776e-06,1.292994e-05,1.589439e-06,4.040319e-06,9.737063e-05,7.218679e-07,7.423561e-06,1.821962e-05,1.545466e-05,4.637705e-06,1.722668e-05,5.667811e-06,1.252438e-06
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Monaibacterium",1.998983e-05,2.126757e-05,1.875668e-05,1.436198e-05,5.771534e-06,1.451873e-05,1.204113e-05,3.130806e-05,3.450045e-05,7.250509e-06,3.740178e-05,1.46978e-05,3.047172e-05,2.744607e-06,2.628665e-06,2.117433e-05,1.61376e-05,1.616242e-05,2.622574e-05,3.151449e-05,1.825699e-05,3.176219e-05,3.430197e-05,1.352669e-05,4.33815e-06,8.811639e-06,4.306669e-06,1.511416e-05,1.252438e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Pacificitalea",3.671601e-06,1.262762e-05,6.524064e-06,0,5.164004e-06,3.350476e-06,3.658066e-06,1.666101e-05,4.600059e-06,3.461533e-05,1.224463e-05,1.015209e-05,1.875183e-05,0,9.346366e-07,2.34032e-05,1.154946e-05,8.454189e-06,1.629175e-05,1.090886e-05,3.894825e-05,2.887472e-06,1.996682e-05,1.352669e-05,1.355672e-06,1.043484e-05,7.417042e-06,8.816596e-06,1.168942e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Paracoccus",0.00020785342,0.00051573866,0.00037594922,0.000247345234,0.000290905543,0.000187467097,0.000447350973,0.001158947302,0.000197515042,0.000703065513,0.000308119403,0.000306229527,0.00048344551,0.000151031808,6.7293833e-05,0.00056167695,0.000291900671,0.000282966667,0.000847766894,0.000246055445,0.00053797275,0.000250488159,0.000684247536,0.000438651227,0.000352203584,0.000537741872,0.000281369055,0.000390764138,0.000438353144
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Paraoceanicella",1.509436e-05,3.455981e-05,3.384358e-05,1.755353e-05,3.523673e-05,2.02624e-05,3.414195e-05,3.405438e-05,1.58127e-05,2.900204e-05,2.916448e-05,2.36377e-05,3.779665e-05,1.325253e-05,6.075138e-06,4.569197e-05,3.828724e-05,1.392455e-05,4.291485e-05,2.464595e-05,6.815944e-05,2.670911e-05,4.710121e-05,2.81576e-05,4.880419e-06,3.61741e-05,2.775409e-05,3.904492e-05,3.298086e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Parasedimentitalea",3.671601e-06,3.123675e-05,2.364973e-05,0,5.265259e-06,6.541405e-06,7.316132e-06,3.844849e-05,2.875037e-06,0.0001195165,8.014667e-06,3.075932e-05,1.142689e-05,4.15612e-06,2.102932e-06,2.563208e-05,8.068799e-06,7.210926e-06,4.549769e-05,4.040319e-06,1.947413e-05,2.165604e-06,6.015644e-05,2.898576e-05,1.599693e-05,4.591328e-05,2.392594e-05,1.763319e-05,2.588371e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Pelagovum",8.771048e-06,4.253515e-05,2.976604e-05,1.356409e-05,3.027524e-05,9.253694e-06,1.600404e-05,2.489997e-05,8.912615e-06,3.391367e-05,2.114982e-05,5.68214e-05,2.13888e-05,1.48993e-05,6.367212e-06,2.674652e-05,4.872922e-05,2.213008e-05,4.132541e-05,1.858547e-05,1.947413e-05,1.371549e-05,7.909932e-05,2.539705e-05,9.218569e-06,1.947836e-05,1.626964e-05,2.393076e-05,2.254388e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Pikeienuella",1.264663e-05,3.057214e-05,3.098931e-05,0,3.341414e-05,1.531646e-05,2.301533e-05,2.929409e-05,1.466269e-05,0.0002493239,4.363541e-05,8.939901e-05,2.314678e-05,7.214396e-06,3.738546e-06,3.900534e-05,1.819435e-05,1.41732e-05,5.006732e-05,1.696934e-05,3.407972e-05,1.949043e-05,0.0001034179,6.100813e-05,0.0002535106,7.258008e-05,4.402373e-05,5.352933e-05,6.22044e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Planktomarina",3.671601e-06,1.595068e-05,0,0,1.134056e-05,3.669568e-06,4.267744e-06,1.299925e-05,4.025052e-06,0.0001625517,4.452593e-06,4.121446e-05,5.273951e-06,2.509355e-06,0,0,0,6.464968e-06,7.549834e-06,3.232255e-06,4.868531e-06,2.165604e-06,1.791894e-05,2.870971e-05,1.111651e-05,6.12177e-05,8.685116e-05,1.731831e-05,1.836908e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Polymorphum",1.93779e-05,1.595068e-05,1.264037e-05,1.436198e-05,2.166856e-05,1.643328e-05,1.722339e-05,2.013969e-05,1.437519e-05,9.121608e-06,2.359874e-05,3.394132e-05,3.047172e-05,5.881301e-06,5.783064e-06,6.240855e-05,3.10095e-05,1.392455e-05,1.708647e-05,2.262579e-05,6.572517e-05,2.165604e-05,3.660584e-05,1.325063e-05,3.524747e-06,1.87827e-05,6.460004e-06,1.731831e-05,2.254388e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Pontivivens",7.751158e-06,1.860913e-05,1.427139e-05,1.276621e-05,7.290358e-06,1.212553e-05,1.783307e-05,2.343527e-05,1.207516e-05,1.286381e-05,7.346778e-06,2.42438e-06,2.783474e-05,3.371946e-06,1.109881e-06,1.671657e-05,5.695623e-06,1.541646e-05,2.046402e-05,8.48467e-06,1.947413e-05,1.371549e-05,9.727425e-06,1.021403e-05,4.33815e-06,9.971065e-06,8.13482e-06,1.007611e-05,1.377681e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Profundibacter",1.081083e-05,3.123675e-05,3.058155e-05,1.595776e-05,4.860239e-06,2.23365e-06,2.636856e-05,3.588526e-05,6.612585e-06,3.742198e-06,1.491619e-05,2.727427e-06,1.699384e-05,1.568347e-06,7.009774e-07,0,8.701646e-06,1.790299e-05,3.735181e-05,1.292902e-05,3.042832e-05,6.496811e-06,4.249349e-05,4.968988e-05,8.947435e-06,1.762328e-05,5.981485e-06,8.785108e-05,6.387432e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Pseudohalocynthiibacter",4.487513e-06,1.528607e-05,4.485294e-06,0,3.240159e-06,3.190929e-06,5.639518e-06,2.105513e-05,6.037578e-06,3.040536e-06,7.569408e-06,2.272856e-06,1.406387e-05,2.587773e-06,1.226711e-06,1.337326e-05,5.537411e-06,7.708231e-06,1.231815e-05,1.333305e-05,2.799406e-05,7.940547e-06,2.585447e-05,9.385866e-06,1.192991e-05,8.579754e-06,6.699263e-06,1.259514e-06,6.262188e-06
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Pseudooceanicola",7.343203e-06,2.193219e-05,1.549465e-05,0,1.296064e-05,7.020044e-06,1.143146e-05,2.270292e-05,3.162541e-06,5.847185e-06,1.046359e-05,6.212473e-06,1.201289e-05,3.84245e-06,2.219762e-06,1.337326e-05,1.48719e-05,5.967663e-06,1.549703e-05,2.828223e-06,8.51993e-06,7.940547e-06,1.996682e-05,1.131825e-05,4.067016e-06,1.391311e-05,6.220745e-06,1.322489e-05,1.00195e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Pseudopuniceibacterium",1.183072e-05,1.927374e-05,1.141711e-05,9.574654e-06,4.252709e-06,7.339137e-06,1.326049e-05,4.503966e-05,4.312556e-06,9.355495e-06,1.135411e-05,0,1.142689e-05,3.528781e-06,1.109881e-06,2.34032e-05,5.3792e-06,1.193533e-05,3.039802e-05,1.414112e-05,3.286259e-05,2.237791e-05,2.227068e-05,1.545907e-05,1.8166e-05,1.043484e-05,5.263707e-06,9.446352e-06,1.335933e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Pseudorhodobacter",9.179003e-06,1.196301e-05,1.834893e-05,1.276621e-05,2.328864e-06,4.786394e-06,3.780001e-05,2.892791e-05,7.475096e-06,3.976085e-06,1.513882e-05,2.727427e-06,1.963082e-05,3.058277e-06,1.051466e-06,1.114438e-05,8.543435e-06,1.442185e-05,3.178878e-05,2.060563e-05,1.825699e-05,1.299362e-05,1.971083e-05,1.877173e-05,3.795881e-06,1.460877e-05,3.588891e-06,1.983734e-05,2.0039e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Pukyongiella",8.56707e-06,2.060296e-05,2.161096e-05,1.037254e-05,1.316315e-05,9.89188e-06,3.200808e-05,5.657421e-05,6.037578e-06,1.356547e-05,1.558407e-05,5.454855e-06,2.490477e-05,5.01871e-06,1.694029e-06,2.005989e-05,8.859858e-06,1.566511e-05,5.284884e-05,1.292902e-05,3.164545e-05,1.949043e-05,4.966106e-05,2.346467e-05,1.030311e-05,9.971065e-06,1.220223e-05,1.88927e-05,1.586421e-05
"k__Bacteria.p__Proteobacteria.c__Alphaproteobacteria.o__Rhodobacterales.f__Rhodobacteraceae.g__Qingshengfaniella",2.447734e-06,0,6.524064e-06,0,5.670279e-06,2.552743e-06,6.858874e-06,3.405438e-05,2.875037e-06,3.508311e-05,2.671556e-06,1.257647e-05,6.44594e-06,1.725182e-06,9.346366e-07,5.126416e-05,2.847812e-06,5.967663e-06,1.827855e-05,3.232255e-06,3.529685e-05,7.218679e-07,1.766296e-05,1.71154e-05,7.320628e-06,2.086967e-05,1.124519e-05,9.761231e-06,1.168942e-05
