"Contig_number","lca","Sample_id","Virulent","Temperate","Code","GD","Diet","num_seqs","Group","Group_f","bac_result","Phacts_result","Probability","Standard_deviation","Bact_Viru","Viruse_Pro_Number","Lineage","Mapped.Reads.Number","Contig_Abundance","seqname","length","covrage","viruse_family","Contig_Abundance2"
"NODE_11268_length_1006_cov_3.230284||lt2gene",38018,"L1HGH010560",0.931779094256249,0.0682209057437508,1,"D0","CON",5077775,"CON0","D0_CON0","Lytic","Temperate",0.508991008991009,0.0236670484325317,1,2,"Viruses;unclassified_bacterial_viruses;Bacteriophage_sp.",36,7.08971941450734,"NODE_11268_length_1006_cov_3.230284",1006,3.230284,NA,2.11423044170199
"NODE_11273_length_1138_cov_3.013850||full",2832643,"L1HGH010571",0.811878201654615,0.188121798345387,1,"D14","CON",2848358,"CON14","D14_CON14","Lytic","Lytic",0.501998001998002,0.0177093885127231,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",39,13.6920990970938,"NODE_11273_length_1138_cov_3.013850",1138,3.01385,"Caudoviricetes",3.60951645793335
"NODE_11285_length_2124_cov_6.210730||full",2832643,"L1HGH010566",0.862926249060007,0.137073750939994,1,"D10","CON",14405965,"CON10","D10_CON10","Lytic","Lytic",0.503896103896104,0.0118473263379609,1,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",144,9.99585935409395,"NODE_11285_length_2124_cov_6.210730",2124,6.21073,"Caudoviricetes",1.41184454153869
"NODE_1129_length_7658_cov_5.121663||full",2832643,"L1EHE1100144",0,1,1,"D0","HFD",7682661,"HFD0","D0_HFD0","Temperate","Lytic",0.513686313686314,0.0166134797250649,0.9375,15,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",408,53.1065993931009,"NODE_1129_length_7658_cov_5.121663",7658,5.121663,"Caudoviricetes",2.08043612143252
"NODE_11293_length_1791_cov_4.188364||full",2832643,"L1EHE1100150",0.811878201654615,0.188121798345387,1,"D10","HFD",2197362,"HFD10","D10_HFD10","Lytic","Temperate",0.501398601398601,0.016129767544157,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",133,60.5271229774612,"NODE_11293_length_1791_cov_4.188364",1791,4.188364,"Caudoviricetes",10.1385465623888
"NODE_11296_length_1424_cov_2.384222||full",2832643,"L1HGH010562",0.931779094256249,0.0682209057437508,1,"D10","CON",3496439,"CON10","D10_CON10","Lytic","Lytic",0.501698301698302,0.00893310245998329,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",38,10.868200474826,"NODE_11296_length_1424_cov_2.384222",1424,2.384222,"Caudoviricetes",2.28964897643805
"NODE_11305_length_2120_cov_4.032446||full",2832643,"L1HGH010566",0.811878201654615,0.188121798345387,1,"D10","CON",14405965,"CON10","D10_CON10","Lytic","Lytic",0.504495504495505,0.0239385321251339,0.75,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",143,9.92644366413496,"NODE_11305_length_2120_cov_4.032446",2120,4.032446,"Caudoviricetes",1.40468542417004
"NODE_11311_length_2874_cov_4.511529||full",2832643,"L1EHE1100147",0.811878201654615,0.188121798345387,1,"D0","HFD",8310904,"HFD0","D0_HFD0","Lytic","Lytic",0.504495504495505,0.0195201829877362,1,6,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",139,16.7250157142953,"NODE_11311_length_2874_cov_4.511529",2874,4.511529,"Caudoviricetes",1.74582627497864
"NODE_11351_length_2998_cov_3.540945||full",2832643,"L1HGH010561",0.81555383313631,0.184446166863691,1,"D0","CON",5555870,"CON0","D0_CON0","Lytic","Temperate",0.505794205794206,0.015688133057977,1,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",112,20.1588590085801,"NODE_11351_length_2998_cov_3.540945",2998,3.540945,"Caudoviricetes",2.0172307213389
"NODE_11357_length_1504_cov_3.511387||full",2832643,"L1EGH020945",0.811878201654615,0.188121798345387,2,"D14","FUC",8434433,"FUC14","D14_FUC14","Lytic","Temperate",0.505794205794206,0.0151377497638423,0.5,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",55,6.52088883745949,"NODE_11357_length_1504_cov_3.511387",1504,3.511387,"Caudoviricetes",1.30070920959963
"NODE_11367_length_2047_cov_2.446787||full",2832643,"L1EGH020935",0.811878201654615,0.188121798345387,2,"D0","FUC",6954542,"FUC0","D0_FUC0","Lytic","Temperate",0.506493506493506,0.017070936554081,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",55,7.9085006604317,"NODE_11367_length_2047_cov_2.446787",2047,2.446787,"Caudoviricetes",1.15903771281363
"NODE_11372_length_2741_cov_3.383842||full",2832643,"L1EGH020941",0.0125,0.9875,2,"D10","FUC",6503397,"FUC10","D10_FUC10","Temperate","Lytic",0.50979020979021,0.0177982058354753,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",94,14.4539845868244,"NODE_11372_length_2741_cov_3.383842",2741,3.383842,"Caudoviricetes",1.58197569355977
"NODE_11377_length_1805_cov_3.380571||full",2832643,"L1EGH020933",0.811878201654615,0.188121798345387,2,"D0","FUC",11806630,"FUC0","D0_FUC0","Lytic","Lytic",0.506193806193806,0.0163851391802238,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",68,5.75947581994185,"NODE_11377_length_1805_cov_3.380571",1805,3.380571,"Caudoviricetes",0.957253598882301
"NODE_11377_length_2734_cov_3.140351||full",2832643,"L1EGH020939",0.811878201654615,0.188121798345387,2,"D10","FUC",3309510,"FUC10","D10_FUC10","Lytic","Lytic",0.507092907092907,0.0178102575009523,1,4,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",90,27.1943580771776,"NODE_11377_length_2734_cov_3.140351",2734,3.140351,"Caudoviricetes",2.98401880876126
"NODE_11379_length_1318_cov_2.356295||full",2832643,"L1HGH010569",0.937524699792439,0.0624753002075612,1,"D14","CON",7575629,"CON14","D14_CON14","Lytic","Temperate",0.508391608391608,0.0179678598942015,1,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",43,5.67609633470699,"NODE_11379_length_1318_cov_2.356295",1318,2.356295,"Caudoviricetes",1.29197943885592
"NODE_11393_length_1531_cov_2.859756||lt2gene",2832643,"L1HGH010564",0.811878201654615,0.188121798345387,1,"D10","CON",13862529,"CON10","D10_CON10","Lytic","Lytic",0.507092907092907,0.0133522752820009,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",61,4.40035147987788,"NODE_11393_length_1531_cov_2.859756",1531,2.859756,"Caudoviricetes",0.862250453274568
"NODE_1140_length_7870_cov_3.984261||full",2832643,"L1EGH020938",0.833657378381635,0.166342621618366,2,"D10","FUC",3904971,"FUC10","D10_FUC10","Lytic","Temperate",0.501798201798202,0.0236619876762025,1,9,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",320,81.946831359311,"NODE_1140_length_7870_cov_3.984261",7870,3.984261,"Caudoviricetes",3.12376739616179
"NODE_11415_length_3059_cov_3.841212||full",2832643,"L1HGH010573",0.931779094256249,0.0682209057437508,1,"D18","CON",9970469,"CON18","D18_CON18","Lytic","Temperate",0.502497502497502,0.0199900074937555,0.75,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",153,15.345316253428,"NODE_11415_length_3059_cov_3.841212",3059,3.841212,"Caudoviricetes",1.50493457862975
"NODE_11419_length_1423_cov_5.111842||full",2832643,"L1HGH010563",0.937524699792439,0.0624753002075612,1,"D10","CON",3065098,"CON10","D10_CON10","Lytic","Lytic",0.501798201798202,0.0290812262266327,1,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",80,26.1003073963704,"NODE_11419_length_1423_cov_5.111842",1423,5.111842,"Caudoviricetes",5.5025243983915
"NODE_11426_length_2039_cov_2.720262||full",2832643,"L1EGH020935",0.826746043064306,0.173253956935695,2,"D0","FUC",6954542,"FUC0","D0_FUC0","Lytic","Temperate",0.503096903096903,0.0201352610387119,0.5,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",104,14.9542557942709,"NODE_11426_length_2039_cov_2.720262",2039,2.720262,"Caudoviricetes",2.20023380984858
"NODE_1143_length_5333_cov_3.455476||full",2832643,"L1HGH010564",0.811878201654615,0.188121798345387,1,"D10","CON",13862529,"CON10","D10_CON10","Lytic","Lytic",0.506493506493507,0.0190072903001403,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",233,16.8078999149434,"NODE_1143_length_5333_cov_3.455476",5333,3.455476,"Caudoviricetes",0.945503464182076
"NODE_11430_length_2657_cov_5.023059||full",2832643,"L1EGH020932",0.125,0.875,2,"D0","FUC",5671704,"FUC0","D0_FUC0","Temperate","Temperate",0.500599400599401,0.0205486030566497,1,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",134,23.6260566489365,"NODE_11430_length_2657_cov_5.023059",2657,5.023059,"Caudoviricetes",2.66760142818252
"NODE_11441_length_1662_cov_6.558183||full",2832643,"L1EHE1100158",0.811878201654615,0.188121798345387,1,"D18","HFD",5825360,"HFD18","D18_HFD18","Lytic","Lytic",0.505594405594406,0.0230959438286187,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",91,15.6213521567766,"NODE_11441_length_1662_cov_6.558183",1662,6.558183,"Caudoviricetes",2.81973865645787
"NODE_11442_length_2055_cov_3.877000||full",2832643,"L1EHE1100156",0.811878201654615,0.188121798345387,1,"D14","HFD",3688255,"HFD14","D14_HFD14","Lytic","Temperate",0.507292707292707,0.0231923197357843,1,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",88,23.8595216437041,"NODE_11442_length_2055_cov_3.877000",2055,3.877,"Caudoviricetes",3.48314184579622
"NODE_1145_length_11820_cov_5.746621||full",2832643,"L1EGH020944",0.811878201654615,0.188121798345387,2,"D14","FUC",8504684,"FUC14","D14_FUC14","Lytic","Lytic",0.505094905094905,0.0200009879985625,1,5,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",699,82.1900025915131,"NODE_1145_length_11820_cov_5.746621",11820,5.746621,"Caudoviricetes",2.0860406749115
"NODE_11450_length_1287_cov_4.662338||full",2832643,"L1HGH010558",0.811878201654615,0.188121798345387,1,"D0","CON",2217375,"CON0","D0_CON0","Lytic","Temperate",0.505894105894106,0.0255447505156716,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",214,96.5105135576977,"NODE_11450_length_1287_cov_4.662338",1287,4.662338,"Caudoviricetes",22.4966232069225
"NODE_11456_length_2653_cov_2.958045||full",2831617,"L1EGH020932",0.811878201654615,0.188121798345387,2,"D0","FUC",5671704,"FUC0","D0_FUC0","Lytic","Temperate",0.505094905094905,0.0270808515668232,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;unclassified_Crassvirales;CrAss-like_virus_sp.",87,15.3393054362498,"NODE_11456_length_2653_cov_2.958045",2653,2.958045,"unclassified_Crassvirales",1.73456148921031
"NODE_11457_length_1153_cov_2.891621||full",2832643,"L1EGH020943",0.811878201654615,0.188121798345387,2,"D14","FUC",3632789,"FUC14","D14_FUC14","Lytic","Lytic",0.506293706293706,0.0224399730762824,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",27,7.43230614274597,"NODE_11457_length_1153_cov_2.891621",1153,2.891621,"Caudoviricetes",1.93381773011604
"NODE_11458_length_1938_cov_4.537440||full",2832643,"L1EGH020947",0.811878201654615,0.188121798345387,2,"D18","FUC",6254490,"FUC18","D18_FUC18","Lytic","Temperate",0.501498501498502,0.0305406876161338,1,4,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",89,14.2297773279676,"NODE_11458_length_1938_cov_4.537440",1938,4.53744,"Caudoviricetes",2.20275190835412
"NODE_11465_length_1369_cov_2.057839||lt2gene",2832643,"L1EGH020937",0.811878201654615,0.188121798345387,2,"D10","FUC",5160896,"FUC10","D10_FUC10","Lytic","Temperate",0.501898101898102,0.0244590048024288,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",31,6.00670891256092,"NODE_11465_length_1369_cov_2.057839",1369,2.057839,"Caudoviricetes",1.31629851991839
"NODE_11471_length_1746_cov_2.863986||full",2832643,"L1HGH010575",0.811878201654615,0.188121798345387,1,"D18","CON",4571909,"CON18","D18_CON18","Lytic","Lytic",0.506293706293706,0.0130621051977472,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",62,13.5610748157936,"NODE_11471_length_1746_cov_2.863986",1746,2.863986,"Caudoviricetes",2.33008158346969
"NODE_11471_length_1987_cov_3.798137||full",2832643,"L1HGH010570",0.724694777917064,0.275305222082937,1,"D14","CON",5615729,"CON14","D14_CON14","Lytic","Lytic",0.500899100899101,0.0129500742642148,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",78,13.8895591293668,"NODE_11471_length_1987_cov_3.798137",1987,3.798137,"Caudoviricetes",2.09706479054356
"NODE_11480_length_2003_cov_4.404004||full",2832643,"L1HGH010576",0.811878201654615,0.188121798345387,1,"D18","CON",1348974,"CON18","D18_CON18","Lytic","Lytic",0.511788211788212,0.0293306761358525,0.5,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",106,78.5782379793829,"NODE_11480_length_2003_cov_4.404004",2003,4.404004,"Caudoviricetes",11.7690820737967
"NODE_11488_length_2048_cov_8.867035||full",2832643,"L1EHE1100156",0.821790095927742,0.178209904072259,1,"D14","HFD",3688255,"HFD14","D14_HFD14","Lytic","Lytic",0.513786213786214,0.0174299194494375,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",178,48.261305142947,"NODE_11488_length_2048_cov_8.867035",2048,8.867035,"Caudoviricetes",7.06952712054888
"NODE_1149_length_5898_cov_9.391066||full",2832643,"L1HGH010558",0.829195655217579,0.170804344782422,1,"D0","CON",2217375,"CON0","D0_CON0","Lytic","Lytic",0.501498501498501,0.0230550731005621,1,13,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",574,258.864648514572,"NODE_1149_length_5898_cov_9.391066",5898,9.391066,"Caudoviricetes",13.167072660965
"NODE_11491_length_1644_cov_39.352423||full",2832643,"L1EGH020951",0.811878201654615,0.188121798345387,2,"D18","FUC",5400186,"FUC18","D18_FUC18","Lytic","Temperate",0.500799200799201,0.0213002850218919,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",753,139.439641523459,"NODE_11491_length_1644_cov_39.352423",1644,39.352423,"Caudoviricetes",25.4451900590253
"NODE_11495_length_1275_cov_3.304918||full",2832643,"L1EHE1100151",0.811878201654615,0.188121798345387,1,"D10","HFD",7766878,"HFD10","D10_HFD10","Lytic","Lytic",0.506493506493507,0.0183555389855838,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",42,5.40757818006154,"NODE_11495_length_1275_cov_3.304918",1275,3.304918,"Caudoviricetes",1.27237133648507
"NODE_115_length_25099_cov_10.263097||full",2832643,"L1EHE1100144",1,0,1,"D0","HFD",7682661,"HFD0","D0_HFD0","Lytic","Lytic",0.513686313686314,0.0215969136733213,0.533333333333333,8,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",2700,351.440731277874,"NODE_115_length_25099_cov_10.263097",25099,10.263097,"Caudoviricetes",4.20065418476282
"NODE_115_length_27610_cov_7.670368||full",2832643,"L1EGH020935",0.495210122859833,0.504789877140167,2,"D0","FUC",6954542,"FUC0","D0_FUC0","Temperate","Lytic",0.502297702297702,0.0207484595176778,0.964285714285714,27,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",2251,323.673363393305,"NODE_115_length_27610_cov_7.670368",27610,7.670368,"Caudoviricetes",3.51691448815615
"NODE_11502_length_2256_cov_6.361199||full",2832643,"L1EGH020942",0.811878201654615,0.188121798345387,2,"D14","FUC",6297602,"FUC14","D14_FUC14","Lytic","Temperate",0.511588411588412,0.0232595667221973,0.75,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",192,30.4877951956951,"NODE_11502_length_2256_cov_6.361199",2256,6.361199,"Caudoviricetes",4.05422808453393
"NODE_11504_length_1743_cov_3.863744||lt2gene",2832643,"L1HGH010575",0.724694777917064,0.275305222082937,1,"D18","CON",4571909,"CON18","D18_CON18","Lytic","Lytic",0.500899100899101,0.0202538675683903,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",68,14.8734368947413,"NODE_11504_length_1743_cov_3.863744",1743,3.863744,"Caudoviricetes",2.55997192680574
"NODE_11505_length_1305_cov_3.014400||full",2832643,"L1HGH010569",0.811878201654615,0.188121798345387,1,"D14","CON",7575629,"CON14","D14_CON14","Lytic","Lytic",0.500999000999001,0.0139949307953266,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",48,6.33610753641711,"NODE_11505_length_1305_cov_3.014400",1305,3.0144,"Caudoviricetes",1.45657644515336
"NODE_11512_length_1357_cov_2.290323||full",10239,"L1EHE1100145",0.811878201654615,0.188121798345387,1,"D0","HFD",12059949,"HFD0","D0_HFD0","Lytic","Lytic",0.50969030969031,0.0189852248350438,1,2,"Viruses",37,3.068006340657,"NODE_11512_length_1357_cov_2.290323",1357,2.290323,NA,0.678262271331687
"NODE_11519_length_1899_cov_6.591106||full",2832643,"L1EHE1100160",0.811878201654615,0.188121798345387,1,"D18","HFD",5476939,"HFD18","D18_HFD18","Lytic","Lytic",0.510789210789211,0.0101096729334272,1,1,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",123,22.457799876902,"NODE_11519_length_1899_cov_6.591106",1899,6.591106,"Caudoviricetes",3.54783568355483
"NODE_11527_length_1149_cov_2.528336||full",2832643,"L1EGH020943",0.811878201654615,0.188121798345387,2,"D14","FUC",3632789,"FUC14","D14_FUC14","Lytic","Temperate",0.503196803196803,0.0222265935998396,0.666666666666667,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",30,8.25811793638441,"NODE_11527_length_1149_cov_2.528336",1149,2.528336,"Caudoviricetes",2.15616656302465
"NODE_11536_length_1997_cov_4.256952||full",2832643,"L1HGH010576",0.811878201654615,0.188121798345387,1,"D18","CON",1348974,"CON18","D18_CON18","Lytic","Lytic",0.507592407592408,0.0175064770883,0.75,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",100,74.130413188097,"NODE_11536_length_1997_cov_4.256952",1997,4.256952,"Caudoviricetes",11.1362663777812
"NODE_1154_length_9487_cov_10.973388||full",2832643,"L1HGH010566",0.811878201654615,0.188121798345387,1,"D10","CON",14405965,"CON10","D10_CON10","Lytic","Lytic",0.512887112887113,0.0167117072258353,0.863636363636364,19,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",1103,76.5655060247613,"NODE_1154_length_9487_cov_10.973388",9487,10.973388,"Caudoviricetes",2.42117126672588
"NODE_11541_length_1385_cov_2.381955||lt2gene",2832643,"L1EGH020948",0.811878201654615,0.188121798345387,2,"D18","FUC",4518638,"FUC18","D18_FUC18","Lytic","Lytic",0.514885114885115,0.0230386178707685,1,2,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes;Caudoviricetes_sp.",49,10.8439755519252,"NODE_11541_length_1385_cov_2.381955",1385,2.381955,"Caudoviricetes",2.34887557081411
"NODE_11542_length_1403_cov_3.275964||full",2788787,"L1HGH010562",0.811878201654615,0.188121798345387,1,"D10","CON",3496439,"CON10","D10_CON10","Lytic","Temperate",0.504995004995005,0.0150928520776605,1,3,"Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;unclassified_Caudoviricetes",46,13.1562426800525,"NODE_11542_length_1403_cov_3.275964",1403,3.275964,NA,2.81316664577031
