"Diet1","Sample_id","Original_Part","Modified_Part","lineage _nt","species_annotation","annotation_pre","host_Taxids","host_Lineage","host_annotation","Lytic","Temperate","BioProject","Diet","Nutrition1","Nutrition","Antibiotic","Diease","Diease2","Country","Continent","Host","Age","Age2","Sex","Diet_Type","gene"
"Baseline","SRR15032279","NODE_4_length_13570_cov_3.607945_cutoff_0_type_circular","part_791_N4","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Dorea",189330,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Dorea;s__unclassified_Dorea_species","Bacillota","0.125","0.875","PRJNA743361.1","Baseline","","","N","Healthy","Healthy","United_States","North_America","human","Adult","Middle_age","","Control","part_791_N4"
"Baseline","ERR8960011","NODE_1496_length_12706_cov_43.898032","part_880_N1496","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Dorea",189330,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__Dorea;s__unclassified_Dorea_species","Bacillota","0.1375","0.8625","PRJEB35524","Baseline","Baseline","Baseline","N","Obesity","Obesity","France","Europe","human","Adult","","","Control","part_880_N1496"
"Omnivores","ERR5654412","NODE_47_length_34635_cov_51.506800","part_1175_N47","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Siphoviridae","Clostridia",186801,"k__Bacteria;p__Bacillota;c__Clostridia;o__unclassified_Clostridia_order;f__unclassified_Clostridia_family;g__unclassified_Clostridia_genus;s__unclassified_Clostridia_species","Bacillota","0.1375","0.8625","PRJEB11419","Omnivores","Low_alkohol","Control","","","","United_States","North_America","human","Adult","Elderly_people","","Control","part_1175_N47"
"Whole_grain_diet","SRR5866430","NODE_3_length_12686_cov_6.024903_cutoff_0_type_circular","part_107_N3","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae",NA,NA,NA,NA,"0.1875","0.8125","PRJNA395744","High_fiber_diet","","","","Obesity","Obesity","Denmark","Europe","human","Adult","","","Fiber","part_107_N3"
"Baseline","SRR7989866","NODE_2_length_11635_cov_3.461152_cutoff_0_type_circular","part_276_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae",NA,NA,NA,NA,"0.9375","0.0625","PRJNA491335.1","Baseline","","","","","","Denmark","Europe","human","Adult","Middle_age","female","Control","part_276_N2"
"Baseline","ERR8958853","NODE_1203_length_12664_cov_41.635340","part_888_N1203","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae",NA,NA,NA,NA,"0.1875","0.8125","PRJEB35524","Baseline","Baseline","Baseline","N","Obesity","Obesity","France","Europe","human","Adult","","","Control","part_888_N1203"
"Low_gluten_diet","SRR7989942","NODE_3_length_12435_cov_2.703431_cutoff_5_type_circular","part_231_N3","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae",NA,NA,NA,NA,"0.1625","0.8375","PRJNA491335.2","Low_gluten_diet","","","","","","Denmark","Europe","human","Adult","Elderly_people","male","Control","part_231_N3"
"","ERR3764815","NODE_1_length_12539_cov_5.769900_cutoff_0_type_circular","part_957_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae",NA,NA,NA,NA,"0.125","0.875","PRJEB35769","","Probiotics","Probiotics","N","Healthy","Healthy","Germany","Europe","human","Adult","","","Control","part_957_N1"
"Baseline","ERR5883861","NODE_2_length_12758_cov_1.635975_cutoff_0_type_circular","part_920_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae",NA,NA,NA,NA,"0.15","0.85","PRJEB44237","Baseline","","","","Obesity","Obesity","Netherlands","Europe","human","Adult","Middle_age","male","Control","part_920_N2"
"Whole_grain_diet","SRR5866459","NODE_3_length_11976_cov_5.496848_cutoff_5_type_circular","part_080_N3","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae",NA,NA,NA,NA,"0.125","0.875","PRJNA395744","High_fiber_diet","","","","Obesity","Obesity","Denmark","Europe","human","Adult","","","Fiber","part_080_N3"
"Baseline","SRR5866465","NODE_3_length_11968_cov_6.281978_cutoff_0_type_circular","part_097_N3","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae",NA,NA,NA,NA,"0.125","0.875","PRJNA395744","Baseline","","","","Obesity","Obesity","Denmark","Europe","human","Adult","","","Control","part_097_N3"
"High_fat_diet","SRR14167418","NODE_3_length_13284_cov_2.572319_cutoff_0_type_circular","part_1301_N3","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Lachnospiraceae",186803,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__unclassified_Lachnospiraceae_genus;s__unclassified_Lachnospiraceae_species","Bacillota","0.0375","0.9625","PRJNA719272","High_fat_diet","","","N","","","China","Asia","rat","","","","Fat","part_1301_N3"
"Chow_diet","SRR14167419","NODE_2_length_13201_cov_1.627887_cutoff_0_type_circular","part_1304_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Lachnospiraceae",186803,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__unclassified_Lachnospiraceae_genus;s__unclassified_Lachnospiraceae_species","Bacillota","0.0375","0.9625","PRJNA719272","Chow_diet","","","Y","","","China","Asia","rat","","","","Control","part_1304_N2"
"Baseline","SRR5866417","NODE_3_length_13466_cov_2.046083_cutoff_0_type_circular","part_163_N3","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Myoviridae_sp._ctrEx11","Myoviridae","Clostridia",186801,"k__Bacteria;p__Bacillota;c__Clostridia;o__unclassified_Clostridia_order;f__unclassified_Clostridia_family;g__unclassified_Clostridia_genus;s__unclassified_Clostridia_species","Bacillota","0.15","0.85","PRJNA395744","Baseline","","","","Obesity","Obesity","Denmark","Europe","human","Adult","","","Control","part_163_N3"
"","SRR15417114","NODE_381_length_13848_cov_9.391503","part_469_N381","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Lachnospiraceae",186803,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__unclassified_Lachnospiraceae_genus;s__unclassified_Lachnospiraceae_species","Bacillota","0.05","0.95","PRJNA746613","","Baseline","Baseline","Y","Tumour","Hematologic_malignancies+HCT","United_States","North_America","human","Adult","","","Control","part_469_N381"
"Baseline","SRR15032198","NODE_2_length_13881_cov_8.498551_cutoff_0_type_circular","part_766_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","bacterium",1869227,"k__Bacteria;p__unclassified_Bacteria_phylum;c__unclassified_Bacteria_class;o__unclassified_Bacteria_order;f__unclassified_Bacteria_family;g__unclassified_Bacteria_genus;s__bacterium","unclassified_Bacteria_phylum","0.0625","0.9375","PRJNA743361.2","Baseline","","","N","Healthy","Healthy","United_States","North_America","human","Adult","Middle_age","","Control","part_766_N2"
"Control","SRR16554719","NODE_1_length_13868_cov_1.924169_cutoff_0_type_circular","part_1350_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Bacillus",1386,"k__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__unclassified_Bacillus_species","Bacillota","0.0625","0.9375","PRJNA770295","Control","","","N","Tumour","melanoma","United_States","North_America","human","Adult","Middle_age","female","Control","part_1350_N1"
"Control","SRR16554634","NODE_5_length_13960_cov_28.124181_cutoff_0_type_circular","part_1348_N5","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Lachnospiraceae",186803,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__unclassified_Lachnospiraceae_genus;s__unclassified_Lachnospiraceae_species","Bacillota","0.0125","0.9875","PRJNA770295","Control","","","N","Tumour","melanoma(Obesity)","United_States","North_America","human","Adult","Elderly_people","male","Control","part_1348_N5"
"Omnivores","ERR7783404","NODE_586_length_13955_cov_77.509944","part_1143_N586","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Lachnospiraceae",186803,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__unclassified_Lachnospiraceae_genus;s__unclassified_Lachnospiraceae_species","Bacillota","0.0125","0.9875","PRJEB11419","Omnivores","High_alkohol","Alkohol","","","","United_States","North_America","human","","","","Control","part_1143_N586"
"Control","SRR16554726","NODE_1_length_14003_cov_9.767368_cutoff_0_type_circular","part_1363_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Lachnospiraceae",186803,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Lachnospiraceae;g__unclassified_Lachnospiraceae_genus;s__unclassified_Lachnospiraceae_species","Bacillota","0.0125","0.9875","PRJNA770295","Control","","","N","Tumour","melanoma(Obesity)","United_States","North_America","human","Adult","Elderly_people","male","Control","part_1363_N1"
"Low_gluten_diet","SRR7989976","NODE_5_length_14275_cov_3.590858_cutoff_0_type_circular","part_318_N5","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae",NA,NA,NA,NA,"0.0625","0.9375","PRJNA491335.2","Low_gluten_diet","","","","","","Denmark","Europe","human","Adult","Middle_age","female","Control","part_318_N5"
"Whole_grain_diet","SRR5866459","NODE_2_length_14273_cov_5.407932_cutoff_0_type_circular","part_082_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae",NA,NA,NA,NA,"0.0625","0.9375","PRJNA395744","High_fiber_diet","","","","Obesity","Obesity","Denmark","Europe","human","Adult","","","Fiber","part_082_N2"
"Omnivores","ERR5947583","NODE_4_length_14320_cov_14.766152_cutoff_0_type_circular","part_1141_N4","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae",NA,NA,NA,NA,"0.05","0.95","PRJEB11419","Omnivores","Low_alkohol","Control","","","","United_States","North_America","human","Adult","Elderly_people","","Control","part_1141_N4"
"Omnivores","ERR5947788","NODE_3_length_14320_cov_14.693159_cutoff_5_type_circular","part_1195_N3","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae",NA,NA,NA,NA,"0.05","0.95","PRJEB11419","Omnivores","Low_alkohol","Control","","","","United_States","North_America","human","Adult","Elderly_people","","Control","part_1195_N3"
"Whole_grain_diet","SRR5866293","NODE_1_length_14278_cov_4.204281_cutoff_5_type_circular","part_190_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae",NA,NA,NA,NA,"0.0625","0.9375","PRJNA395744","High_fiber_diet","","","","Obesity","Obesity","Denmark","Europe","human","Adult","","","Fiber","part_190_N1"
"Whole_grain_diet","SRR5866294","NODE_3_length_14278_cov_4.603549_cutoff_0_type_circular","part_142_N3","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae",NA,NA,NA,NA,"0.0625","0.9375","PRJNA395744","High_fiber_diet","","","","Obesity","Obesity","Denmark","Europe","human","Adult","","","Fiber","part_142_N3"
"Control","SRR16554684","NODE_1_length_14405_cov_3.097002_cutoff_0_type_circular","part_1355_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae",NA,NA,NA,NA,"0.0625","0.9375","PRJNA770295","Control","","","N","Tumour","melanoma(Obesity)","United_States","North_America","human","Adult","Middle_age","male","Control","part_1355_N1"
"High_gluten_diet","SRR7989922","NODE_1_length_14351_cov_6.004624_cutoff_0_type_circular","part_344_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae",NA,NA,NA,NA,"0.0625","0.9375","PRJNA491335.1","High_gluten_diet","","","","","","Denmark","Europe","human","Adult","Elderly_people","male","Gluten","part_344_N1"
"Baseline","SRR15032181","NODE_1_length_32049_cov_13.561554_cutoff_5_type_circular","part_782_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Ruminococcus",1263,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__unclassified_Ruminococcus_species","Bacillota","0.5793130400982458","0.42068695990175425","PRJNA743361.2","Baseline","","","N","Healthy","Healthy","United_States","North_America","human","Adult","Middle_age","","Control","part_782_N1"
"Baseline","SRR6339471","NODE_30_length_36935_cov_9.079276_cutoff_5_type_linears","part_1400_N30","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Ruminococcus",1263,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__unclassified_Ruminococcus_species","Bacillota","0.9","0.1","PRJNA420817","Baseline","","","","NAFLD","NAFLD(Obesity)","Sweden","Europe","human","Adult","Middle_age","","Control","part_1400_N30"
"High_gluten_diet","SRR7989884","NODE_2_length_31308_cov_6.100893_cutoff_0_type_circular","part_305_N2","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Ruminococcus",1263,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__unclassified_Ruminococcus_species","Bacillota","0.925","0.075","PRJNA491335.1","High_gluten_diet","","","","","","Denmark","Europe","human","Adult","Middle_age","female","Gluten","part_305_N2"
"Baseline","SRR7989883","NODE_4_length_31308_cov_10.749672_cutoff_5_type_circular","part_283_N4","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Ruminococcus",1263,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Oscillospiraceae;g__Ruminococcus;s__unclassified_Ruminococcus_species","Bacillota","0.925","0.075","PRJNA491335.1","Baseline","","","","","","Denmark","Europe","human","Adult","Middle_age","female","Control","part_283_N4"
"High_fat_diet","SRR11195282","NODE_1_length_31899_cov_6.454583_cutoff_5_type_circular","part_539_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Clostridium",1485,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__unclassified_Clostridium_species","Bacillota","0.7625","0.2375","PRJNA603829","High_fat_diet","","","Y","","","United_States","North_America","mouse","","","","Fat","part_539_N1"
"High_fat_diet","SRR11195285","NODE_1_length_31898_cov_6.872273_cutoff_5_type_circular","part_540_N1","k__Viruses;p__Uroviricota;c__Caudoviricetes;o__unclassified_Caudoviricetes_order;f__unclassified_Caudoviricetes_family;g__unclassified_Caudoviricetes_genus;s__Caudoviricetes_sp.","Myoviridae","Clostridium",1485,"k__Bacteria;p__Bacillota;c__Clostridia;o__Eubacteriales;f__Clostridiaceae;g__Clostridium;s__unclassified_Clostridium_species","Bacillota","0.7625","0.2375","PRJNA603829","High_fat_diet","","","Y","","","United_States","North_America","mouse","","","","Fat","part_540_N1"
