"Contig_number","Sample_id","IMG_name","Source","Viruse_type","Bacteria_Host","Virulent","Temperate","Phacts_result","Probability","Standard_deviation","GD","Diet","Group","num_seqs","bac_result","Mapped.Reads.Number","Contig_Abundance","Bacteria_Host_G","Contig_number2","Contig_name2"
"NODE_13897_length_2310_cov_3.268293||full","L1HGH010574","IMGVR_UViG_2895274309_000001|2895274309|2895274472","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Temperate",0.5001998001998,0.018970763305396,"D18","CON","CON_D18",2433274,NA,88,36.1652653996221,"Duncaniella","NODE_13897_length_2310_cov_3.2","NODE_13897_length_2310_cov_3.2"
"NODE_139_length_24116_cov_17.569926||full","L1HGH010570","IMGVR_UViG_2895274309_000009|2895274309|2895274460|5757-51336","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Lytic",0.5003996003996,0.0198670633182163,"D14","CON","CON_D14",5615729,NA,4507,802.567217898157,"Duncaniella","NODE_139_length_24116_cov_17.5","NODE_139_length_24116_cov_17.5"
"NODE_13935_length_1763_cov_4.361827||full","L1EGH020946","IMGVR_UViG_3300035426_000043|3300035426|Ga0247177_00293","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;",NA,NA,"Lytic",0.508791208791209,0.0169303408259431,"D14","FUC","FUC_D14",7525830,NA,78,10.3643053324351,"Faecalibaculum","NODE_13935_length_1763_cov_4.3","NODE_13935_length_1763_cov_4.3"
"NODE_13975_length_2614_cov_14.191872||full","L1HGH010573","IMGVR_UViG_2895274309_000009|2895274309|2895274460|5757-51336","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Lytic",0.500799200799201,0.0151047497469075,"D18","CON","CON_D18",9970469,NA,376,37.711365433261,"Duncaniella","NODE_13975_length_2614_cov_14.","NODE_13975_length_2614_cov_14."
"NODE_13991_length_1222_cov_2.947729||full","L1EGH020948","IMGVR_UViG_3300045988_140201|3300045988|Ga0495776_170460","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;",NA,NA,"Lytic",0.508591408591409,0.0153823447602381,"D18","FUC","FUC_D18",4518638,NA,37,8.18830806982104,"Bacteroides","NODE_13991_length_1222_cov_2.9","NODE_13991_length_1222_cov_2.9"
"NODE_14007_length_2332_cov_4.327185||full","L1EGH020941","IMGVR_UViG_2837668229_000005|2837668229|2837668229|1-60990",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella muris",0.811878201654615,0.188121798345387,"Temperate",0.509290709290709,0.0272300625396247,"D10","FUC","FUC_D10",6503397,"Lytic",115,17.6830662498384,"Duncaniella","NODE_14007_length_2332_cov_4.3","NODE_14007_length_2332_cov_4.3"
"NODE_14028_length_1725_cov_3.794012||full","L1HGH010576","IMGVR_UViG_2895274309_000001|2895274309|2895274472","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Lytic",0.50999000999001,0.02186990936962,"D18","CON","CON_D18",1348974,NA,67,49.667376836025,"Duncaniella","NODE_14028_length_1725_cov_3.7","NODE_14028_length_1725_cov_3.7"
"NODE_14066_length_1127_cov_3.670709||lt2gene","L1EGH020936","IMGVR_UViG_3300035426_000043|3300035426|Ga0247177_00293","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;",0.811878201654615,0.188121798345387,"Lytic",0.502597402597403,0.013722725141756,"D0","FUC","FUC_D0",8561108,"Lytic",41,4.78909972867998,"Faecalibaculum","NODE_14066_length_1127_cov_3.6","NODE_14066_length_1127_cov_3.6"
"NODE_14076_length_1308_cov_3.010375||full","L1EGH020945","IMGVR_UViG_3300035327_000060|3300035327|Ga0247207_000589","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Lytic",0.505294705294705,0.0172558446298073,"D14","FUC","FUC_D14",8434433,NA,52,6.16520399177989,"Muribaculum","NODE_14076_length_1308_cov_3.0","NODE_14076_length_1308_cov_3.0"
"NODE_14079_length_1794_cov_3.690627||full","L1EHE1100144","IMGVR_UViG_3300045988_037834|3300045988|Ga0495776_002890","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;",NA,NA,"Temperate",0.512887112887113,0.0170311359209799,"D0","HFD","HFD_D0",7682661,NA,68,8.85109989885015,"Bacteroides","NODE_14079_length_1794_cov_3.6","NODE_14079_length_1794_cov_3.6"
"NODE_14146_length_1538_cov_2.200944||full","L1EGH020938","IMGVR_UViG_2895274309_000007|2895274309|2895274455|41243-54702","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",0.974505277044855,0.0254947229551451,"Lytic",0.506293706293706,0.0297521215602617,"D10","FUC","FUC_D10",3904971,"Lytic",46,11.779857007901,"Duncaniella","NODE_14146_length_1538_cov_2.2","NODE_14146_length_1538_cov_2.2"
"NODE_14208_length_1015_cov_2.176042||full","L1EGH020943","IMGVR_UViG_2921975887_000001|2921975887|2921975953|2-64415","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp013166545",NA,NA,"Lytic",0.502497502497503,0.0193764993509426,"D14","FUC","FUC_D14",3632789,NA,33,9.08392973002286,"Prevotella","NODE_14208_length_1015_cov_2.1","NODE_14208_length_1015_cov_2.1"
"NODE_14226_length_1055_cov_3.046000||lt2gene","L1EHE1100149","IMGVR_UViG_3300035426_000043|3300035426|Ga0247177_00293","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;",NA,NA,"Temperate",0.502897102897103,0.0133298332100867,"D10","HFD","HFD_D10",7600927,NA,38,4.99939020595777,"Faecalibaculum","NODE_14226_length_1055_cov_3.0","NODE_14226_length_1055_cov_3.0"
"NODE_14279_length_1723_cov_4.835731||full","L1HGH010570","IMGVR_UViG_2791355303_000001|2791355303|2791389248","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C japonicus",NA,NA,"Lytic",0.503496503496504,0.0182464736173121,"D14","CON","CON_D14",5615729,NA,85,15.136058025592,"Helicobacter_C","NODE_14279_length_1723_cov_4.8","NODE_14279_length_1723_cov_4.8"
"NODE_14280_length_1101_cov_2.953155||lt2gene","L1HGH010569","IMGVR_UViG_3300045988_067567|3300045988|Ga0495776_024110","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;",NA,NA,"Lytic",0.50959040959041,0.0209096899192654,"D14","CON","CON_D14",7575629,NA,38,5.01608513299688,"Collinsella","NODE_14280_length_1101_cov_2.9","NODE_14280_length_1101_cov_2.9"
"NODE_14321_length_1640_cov_3.940063||full","L1EGH020947","IMGVR_UViG_3300045988_063947|3300045988|Ga0495776_119925","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Temperate",0.501898101898102,0.0120395163997465,"D18","FUC","FUC_D18",6254490,NA,66,10.5524191420883,"Parabacteroides","NODE_14321_length_1640_cov_3.9","NODE_14321_length_1640_cov_3.9"
"NODE_1433_length_2946_cov_3.670356||full","L1EHE1100159","IMGVR_UViG_3300019370_000023|3300019370|Ga0196862_111906","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Lytic",0.511888111888112,0.0151585028878247,"D18","HFD","HFD_D18",7183523,NA,128,17.8185550460408,"Muribaculum","NODE_1433_length_2946_cov_3.67","NODE_1433_length_2946_cov_3.67"
"NODE_1433_length_8455_cov_6.079643||full","L1HGH010566","IMGVR_UViG_2921975887_000001|2921975887|2921975953|2-64415","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp013166545",NA,NA,"Lytic",0.500999000999001,0.0159605847239465,"D10","CON","CON_D10",14405965,NA,591,41.0246727657606,"Prevotella","NODE_1433_length_8455_cov_6.07","NODE_1433_length_8455_cov_6.07"
"NODE_14360_length_2368_cov_6.085603||full","L1EHE1100147","IMGVR_UViG_3300019370_000023|3300019370|Ga0196862_111906","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Lytic",0.501998001998002,0.0174539512583978,"D0","HFD","HFD_D0",8310904,NA,153,18.4095496711308,"Muribaculum","NODE_14360_length_2368_cov_6.0","NODE_14360_length_2368_cov_6.0"
"NODE_1439_length_11723_cov_50.434522||full","L1HGH010573","IMGVR_UViG_3300045988_032478|3300045988|Ga0495776_000180","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Temperate",0.509190809190809,0.0181039819906561,"D18","CON","CON_D18",9970469,NA,6287,630.562112975829,"Parabacteroides","NODE_1439_length_11723_cov_50.","NODE_1439_length_11723_cov_50."
"NODE_14428_length_1504_cov_3.694962||full","L1EHE1100150","IMGVR_UViG_3300006099_000069|3300006099|Ga0080690_1000386","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Temperate",0.509290709290709,0.020627858768585,"D10","HFD","HFD_D10",2197362,NA,60,27.3054690123885,"Muribaculum","NODE_14428_length_1504_cov_3.6","NODE_14428_length_1504_cov_3.6"
"NODE_1448_length_6435_cov_781.911442||full","L1HGH010569","IMGVR_UViG_3300035426_000043|3300035426|Ga0247177_00293","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;",NA,NA,"Temperate",0.508991008991009,0.0204600184915433,"D14","CON","CON_D14",7575629,NA,52512,6931.70164484032,"Faecalibaculum","NODE_1448_length_6435_cov_781.","NODE_1448_length_6435_cov_781."
"NODE_14481_length_1503_cov_5.204420||full","L1EGH020933","IMGVR_UViG_3300006136_000173|3300006136|Ga0080697_1000088|36147-89254","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",0.811878201654615,0.188121798345387,"Temperate",0.505294705294705,0.0200488325513226,"D0","FUC","FUC_D0",11806630,"Lytic",88,7.45343929639533,"Muribaculum","NODE_14481_length_1503_cov_5.2","NODE_14481_length_1503_cov_5.2"
"NODE_145_length_15340_cov_8.047759||full","L1EHE1100154","IMGVR_UViG_2657244987_000003|2657244987|2657254159|128774-152217",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C sp000765665",NA,NA,"Temperate",0.508891108891109,0.025951730998606,"D14","HFD","HFD_D14",10257673,NA,1282,124.979612822518,"Helicobacter_C","NODE_145_length_15340_cov_8.04","NODE_145_length_15340_cov_8.04"
"NODE_14541_length_1622_cov_2.781749||full","L1EGH020947","IMGVR_UViG_3300045988_075321|3300045988|Ga0495776_136684","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Lytic",0.507792207792208,0.0233178475047222,"D18","FUC","FUC_D18",6254490,NA,47,7.51460151027502,"Parabacteroides","NODE_14541_length_1622_cov_2.7","NODE_14541_length_1622_cov_2.7"
"NODE_14618_length_2227_cov_3.604512||full","L1HGH010574","IMGVR_UViG_3300035327_000060|3300035327|Ga0247207_000589","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Temperate",0.508291708291708,0.0155266739424439,"D18","CON","CON_D18",2433274,NA,141,57.9466184243945,"Muribaculum","NODE_14618_length_2227_cov_3.6","NODE_14618_length_2227_cov_3.6"
"NODE_14625_length_1081_cov_3.293372||full","L1HGH010569","IMGVR_UViG_3300045988_076629|3300045988|Ga0495776_096046","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Temperate",0.501898101898102,0.0205716598850447,"D14","CON","CON_D14",7575629,NA,45,5.94010081539104,"Parabacteroides","NODE_14625_length_1081_cov_3.2","NODE_14625_length_1081_cov_3.2"
"NODE_1473_length_6355_cov_3.988730||full","L1HGH010569","IMGVR_UViG_3300045988_040777|3300045988|Ga0495776_000148","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;o__Crassvirales;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Temperate",0.506293706293706,0.0157690337841164,"D14","CON","CON_D14",7575629,NA,270,35.6406048923462,"Parabacteroides","NODE_1473_length_6355_cov_3.98","NODE_1473_length_6355_cov_3.98"
"NODE_14731_length_1496_cov_3.064539||full","L1EGH020938","IMGVR_UViG_2791355303_000001|2791355303|2791389248","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_C;s__Helicobacter_C japonicus",0.811878201654615,0.188121798345387,"Lytic",0.505494505494506,0.0187109446848242,"D10","FUC","FUC_D10",3904971,"Lytic",50,12.8041923998923,"Helicobacter_C","NODE_14731_length_1496_cov_3.0","NODE_14731_length_1496_cov_3.0"
"NODE_14746_length_1076_cov_11.107738||full","L1HGH010558","IMGVR_UViG_2517572003_000001|2517572003|2517572443|7594-53773","Host-associated;Mammals;Digestive system;Unclassified","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus murinus",NA,NA,"Temperate",0.505494505494505,0.0147635989625664,"D0","CON","CON_D0",2217375,NA,101,45.5493545295676,"Ligilactobacillus","NODE_14746_length_1076_cov_11.","NODE_14746_length_1076_cov_11."
"NODE_1476_length_6429_cov_621.898337||full","L1HGH010562","IMGVR_UViG_3300035426_000043|3300035426|Ga0247177_00293","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Faecalibaculum;",NA,NA,"Temperate",0.51028971028971,0.0147690058841769,"D10","CON","CON_D10",3496439,NA,41903,11984.4790657008,"Faecalibaculum","NODE_1476_length_6429_cov_621.","NODE_1476_length_6429_cov_621."
"NODE_1479_length_9883_cov_8.644892||full","L1EGH020944","IMGVR_UViG_3300019370_000023|3300019370|Ga0196862_111906","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Temperate",0.500499500499501,0.0236828563259335,"D14","FUC","FUC_D14",8504684,NA,930,109.351505593859,"Muribaculum","NODE_1479_length_9883_cov_8.64","NODE_1479_length_9883_cov_8.64"
"NODE_14799_length_1602_cov_3.040724||lt2gene","L1EGH020947","IMGVR_UViG_3300045988_056771|3300045988|Ga0495776_101826","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;",NA,NA,"Lytic",0.503796203796204,0.0100701084613855,"D18","FUC","FUC_D18",6254490,NA,49,7.834371787308,"Parabacteroides","NODE_14799_length_1602_cov_3.0","NODE_14799_length_1602_cov_3.0"
"NODE_14807_length_1761_cov_3.400352||full","L1HGH010566","IMGVR_UViG_3300045988_156927|3300045988|Ga0495776_040651","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;",NA,NA,"Lytic",0.503296703296703,0.0202321750892337,"D10","CON","CON_D10",14405965,NA,69,4.78968260717002,"Romboutsia","NODE_14807_length_1761_cov_3.4","NODE_14807_length_1761_cov_3.4"
"NODE_14809_length_1023_cov_4.339876||lt2gene","L1EHE1100149","IMGVR_UViG_3300045988_156927|3300045988|Ga0495776_040651","Host-associated;Mammals: Human;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;",NA,NA,"Lytic",0.5004995004995,0.0170884661871995,"D10","HFD","HFD_D10",7600927,NA,52,6.84127080815274,"Romboutsia","NODE_14809_length_1023_cov_4.3","NODE_14809_length_1023_cov_4.3"
"NODE_14824_length_2527_cov_2.775485||full","L1HGH010561","IMGVR_UViG_2837668229_000005|2837668229|2837668229|1-60990",";;;","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella muris",NA,NA,"Temperate",0.5001998001998,0.0181590244757258,"D0","CON","CON_D0",5555870,NA,105,18.8989303205439,"Duncaniella","NODE_14824_length_2527_cov_2.7","NODE_14824_length_2527_cov_2.7"
"NODE_14833_length_1385_cov_3.552632||full","L1HGH010565","IMGVR_UViG_2895274309_000008|2895274309|2895274456|65928-123515","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Duncaniella;s__Duncaniella freteri",NA,NA,"Temperate",0.50989010989011,0.0228559552027224,"D10","CON","CON_D10",12598477,NA,50,3.9687336810632,"Duncaniella","NODE_14833_length_1385_cov_3.5","NODE_14833_length_1385_cov_3.5"
"NODE_1488_length_4199_cov_4.623552||full","L1HGH010567","IMGVR_UViG_3300019370_000023|3300019370|Ga0196862_111906","Host-associated;Mammals;Digestive system;Large intestine","r__Duplodnaviria;k__Heunggongvirae;p__Uroviricota;c__Caudoviricetes;;;;","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;",NA,NA,"Temperate",0.506593406593407,0.0274659877785274,"D14","CON","CON_D14",9815966,NA,221,22.5143404123445,"Muribaculum","NODE_1488_length_4199_cov_4.62","NODE_1488_length_4199_cov_4.62"
